,web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards,awards_won,mean_norm_ratings,min_max_norm_ratings
573,1618238519-3199,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Blood Red Road (Dust Lands, #1)",https://www.goodreads.com/book/show/9917938-blood-red-road,Blood Red Road,Moira Young,5828,61335,3.9,459,2011,True,Apocalyptic,['nan'],"Locus Award Nominee for Best First Novel (2012), Sunburst Award Nominee for Young Adult (2012), Costa Book Award for Children's Book (2011), Teen Buckeye Book Award Nominee (2012), Milwaukee County Teen Book Award Nominee (2012)
                      ...more
                          Amelia Elizabeth Walden Award Nominee (2012), CYBILS Award for Fantasy & Science Fiction (Young Adult) (2011), Carnegie Medal Nominee (2012), Sheila A. Egoff Children’s Literature Prize (2012), FAB Award (2013)
...less",10.0,5.032987804878048,4.841463414634147
574,1618238530-3242,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Running Man,https://www.goodreads.com/book/show/11607.The_Running_Man,The Running Man,Richard Bachman,3499,107917,3.88,317,1999,False,Novels,['nan'],,0.0,4.923231707317072,4.621951219512194
575,1618238509-3161,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Birthmarked (Birthmarked, #1)",https://www.goodreads.com/book/show/6909544-birthmarked,Birthmarked,Caragh M. O'Brien,3619,47979,3.87,361,2010,True,Young Adult,['nan'],"Georgia Peach Book Award Nominee (2011), Rhode Island Teen Book Award Nominee (2012), Beehive Book Award Nominee (2012), Arkansas Teen Book Award Nominee (2012), CYBILS Award Nominee (2010)",5.0,4.868353658536586,4.512195121951221
576,1618238656-3706,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Cinder (The Lunar Chronicles, #1)",https://www.goodreads.com/book/show/36381037-cinder,Cinder,Marissa Meyer,56831,729565,4.13,400,2012,True,Sci-Fi,['nan'],"Golden Duck Award for Young Adult (Hal Clement Award) (2013), Kalbacher Klapperschlange for Altersgruppe 7. - 9. Klasse (2015), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2014), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Rhode Island Teen Book Award Nominee (2014)
                      ...more
                          California Young Readers Medal for Young Adult (2016), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012), Rebecca Caudill Young Readers' Book Award Nominee (2016)
...less",10.0,6.295182926829266,7.365853658536584
577,1618238659-3721,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Time Machine,https://www.goodreads.com/book/show/2493.The_Time_Machine,The Time Machine,H.G. Wells,11682,432138,3.89,118,2002,False,Literature,['nan'],,0.0,4.978109756097561,4.731707317073173
578,1618238713-3931,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Animal Farm,https://www.goodreads.com/book/show/170448.Animal_Farm,Animal Farm,George Orwell,60944,2908184,3.96,141,1996,False,Sci-Fi,['nan'],"Prometheus Hall of Fame Award (2011), Retro Hugo Award for Best Novella (1996)",2.0,5.362256097560975,5.5
579,1618238621-3588,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Host,https://www.goodreads.com/book/show/1656001.The_Host,The Host,Stephenie Meyer,41835,923937,3.84,619,2008,True,Fiction,"['Arizona', 'United States']",,0.0,4.7037195121951205,4.1829268292682915
580,1618238621-3593,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Host,https://www.goodreads.com/book/show/1656001.The_Host,The Host,Stephenie Meyer,41835,923937,3.84,619,2008,True,Romance,"['Arizona', 'United States']",,0.0,4.7037195121951205,4.1829268292682915
581,1618238522-3213,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Diamond Age: Or, a Young Lady's Illustrated Primer",https://www.goodreads.com/book/show/827.The_Diamond_Age,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,3532,86442,4.16,499,2000,False,Hugo Awards,['nan'],"Hugo Award for Best Novel (1996), Nebula Award Nominee for Best Novel (1996), Locus Award for Best Science Fiction Novel (1996), Arthur C. Clarke Award Nominee (1996), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1996)
                      ...more
                          Prometheus Award Nominee for Best Novel (1996)
...less",6.0,6.459817073170732,7.695121951219513
582,1618238583-3439,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Day of the Triffids,https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids,The Day of the Triffids,John Wyndham,3650,93024,4.02,228,2003,True,Sci-Fi,"['London, England', 'United Kingdom', 'United Kingdom']",International Fantasy Award Nominee for Fiction (1952),1.0,5.691524390243899,6.158536585365849
583,1618238548-3310,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Chrysalids,https://www.goodreads.com/book/show/826845.The_Chrysalids,The Chrysalids,John Wyndham,2282,44901,3.93,200,1977,False,Young Adult,['nan'],Złota Sepulka for Książka autora zagranicznego (1985),1.0,5.197621951219513,5.170731707317075
584,1618238467-3011,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Coilhunter (The Coilhunter Chronicles, #1)",https://www.goodreads.com/book/show/33977027-coilhunter,Coilhunter,Dean F. Wilson,129,914,4.14,210,2017,True,Action,['nan'],,0.0,6.350060975609753,7.475609756097557
585,1618238708-3911,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Ender's Game (Ender's Saga, #1)",https://www.goodreads.com/book/show/375802.Ender_s_Game,Ender's Game,Orson Scott Card,44085,1177825,4.3,324,2004,True,War,['nan'],"Hugo Award for Best Novel (1986), Nebula Award for Best Novel (1985), Premi Ictineu for Millor novel·la traduïda (2014), Nébula (1985), Margaret A. Edwards Award (2008)",5.0,7.228109756097559,9.231707317073168
586,1618238525-3223,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Planet of the Apes,https://www.goodreads.com/book/show/414895.Planet_of_the_Apes,Planet of the Apes,Pierre Boulle,1592,34912,3.96,268,2001,False,Media Tie In,['nan'],,0.0,5.362256097560975,5.5
587,1618238703-3886,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Maze Runner (The Maze Runner, #1)",https://www.goodreads.com/book/show/6186357-the-maze-runner,The Maze Runner,James Dashner,56889,1135857,4.03,384,2009,True,Sci-Fi,['nan'],"Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011)
                      ...more
                          Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)
...less",9.0,5.746402439024391,6.268292682926832
588,1618238651-3702,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,I Am Legend and Other Stories,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,I Am Legend and Other Stories,Richard Matheson,5044,121594,4.0,317,1997,False,Sci-Fi,['nan'],,0.0,5.581768292682926,5.939024390243903
589,1618238732-3994,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Hunger Games (The Hunger Games, #1)",https://www.goodreads.com/book/show/2767052-the-hunger-games,The Hunger Games,Suzanne Collins,175476,6683135,4.32,374,2008,True,Young Adult,"['District 12, Panem', 'Capitol, Panem', 'Panem', 'United States']","Locus Award Nominee for Best Young Adult Book (2009), Georgia Peach Book Award (2009), Buxtehuder Bulle (2009), Golden Duck Award for Young Adult (Hal Clement Award) (2009), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)
                      ...more
                          Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010), Red House Children's Book Award for Older Readers & Overall (2010), South Carolina Book Award for Junior and Young Adult Book (2011), Charlotte Award (2010), Colorado Blue Spruce Young Adult Book Award (2010), Teen Buckeye Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2010), Rhode Island Teen Book Award (2010), Dorothy Canfield Fisher Children's Book Award (2010), Evergreen Teen Book Award (2011), Soaring Eagle Book Award (2009), Milwaukee County Teen Book Award Nominee (2010), Sakura Medal for Middle School Book (2010), Michigan Library Association Thumbs Up! Award (2009), Florida Teens Read (2009), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010), Iowa High School Book Award (2011), New Mexico Land of Enchantment Award for Young Adult (2011), Eliot Rosewater Indiana High School Book Award (2010), The Inky Awards for Silver Inky (2009), California Young Readers Medal for Young Adult (2011), Lincoln Award (2011), Kinderboekwinkelprijs (2010), Missouri Truman Readers Award (2011), CYBILS Award for Young Adult Fantasy & Science Fiction (2008), Literaturpreis der Jury der jungen Leser for Jugendbuch (2010), The Inky Awards Shortlist for Silver Inky (2009), Prix Et-lisez-moi (2011), Missouri Gateway Readers Award (2011), Oklahoma Sequoyah Award for High School and Intermediate (2011), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009), Rebecca Caudill Young Readers' Book Award (2011), LovelyBooks Leserpreis for Fantasy (2009), LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009), Premi Protagonista Jove for Categoria 13-14 anys (2010)
...less",41.0,7.337865853658537,9.451219512195124
590,1618238530-3240,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Running Man,https://www.goodreads.com/book/show/11607.The_Running_Man,The Running Man,Richard Bachman,3499,107917,3.88,317,1999,False,Suspense,['nan'],,0.0,4.923231707317072,4.621951219512194
591,1618238701-3883,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Stand,https://www.goodreads.com/book/show/149267.The_Stand,The Stand,Stephen King,22435,646087,4.34,1152,1990,False,Classics,['nan'],"Locus Award Nominee for Best SF Novel (1979), World Fantasy Award Nominee for Best Novel (1979), Gandalf Award Nominee (1979), Balrog Award Nominee for Best Novel (1979) (1980)",5.0,7.44762195121951,9.67073170731707
592,1618238538-3265,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,On the Beach,https://www.goodreads.com/book/show/38180.On_the_Beach,On the Beach,Nevil Shute,2649,36442,3.95,296,2002,False,Sci-Fi,['nan'],,0.0,5.307378048780488,5.3902439024390265
593,1618238617-3573,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Gone (Gone, #1)",https://www.goodreads.com/book/show/2536134.Gone,Gone,Michael  Grant,10983,185183,3.86,560,2008,True,Young Adult,"['Perdido Beach, California', 'United States']",Missouri Truman Readers Award Nominee (2011),1.0,4.813475609756097,4.402439024390244
594,1618238604-3516,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Neuromancer (Sprawl, #1)",https://www.goodreads.com/book/show/6088007-neuromancer,Neuromancer,William Gibson,10123,272505,3.9,292,2000,True,Sci-Fi,"['Chiba, Tokyo', 'Japan']","Hugo Award for Best Novel (1985), Nebula Award for Best Novel (1984), Locus Award Nominee for Best First Novel and Best SF Novel (1985), British Science Fiction Association Award Nominee for Best Novel (1984), Philip K. Dick Award (1985)
                      ...more
                          John W. Campbell Memorial Award Nominee (1985), Ditmar Award for Best International Long Fiction (1985), SF Chronicle Award for Novel (1985), Tähtivaeltaja Award (1992), Prix Aurora Award Nominee (1985), Seiun Award 星雲賞 for Best Translated Long Story (1987)
...less",11.0,5.032987804878048,4.841463414634147
595,1618238680-3803,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Ready Player One (Ready Player One, #1)",https://www.goodreads.com/book/show/9969571-ready-player-one,Ready Player One,Ernest Cline,90512,927098,4.25,374,2011,True,Sci-Fi,"['Columbus, Ohio,', '2045', 'United States', 'Oklahoma City, Oklahoma,', '2045', 'United States']","Locus Award Nominee for Best First Novel (2012), John W. Campbell Memorial Award Nominee (2012), Prometheus Award for Best Novel (2012), ALA Alex Award (2012), Lincoln Award Nominee (2014)
                      ...more
                          Tähtivaeltaja Award Nominee (2013), Mary Shelley Award for Outstanding Fictional Work (2016), Premi Ictineu for Millor novel·la traduïda (2017), Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011), Green Mountain Book Award Nominee (2015), Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)
...less",11.0,6.9537195121951205,8.682926829268293
596,1618238614-3562,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cat's Cradle,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,Cat's Cradle,Kurt Vonnegut Jr.,11336,348319,4.16,179,1999,False,Fantasy,['nan'],Hugo Award Nominee for Best Novel (1964),1.0,6.459817073170732,7.695121951219513
597,1618238645-3680,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Selection (The Selection, #1)",https://www.goodreads.com/book/show/10507293-the-selection,The Selection,Kiera Cass,53131,989782,4.12,336,2012,True,Audiobook,['nan'],"Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)",2.0,6.24030487804878,7.25609756097561
598,1618238586-3444,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Trial,https://www.goodreads.com/book/show/17690.The_Trial,The Trial,Franz Kafka,8247,247744,3.96,255,2001,False,Classics,"['All Editions', 'Add a New Edition', 'Combine']",Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999),1.0,5.362256097560975,5.5
599,1618238606-3524,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Children of Men,https://www.goodreads.com/book/show/41913.The_Children_of_Men,The Children of Men,P.D. James,3154,41426,3.69,241,2006,False,Fiction,['nan'],,0.0,3.880548780487805,2.5365853658536595
600,1618238695-3858,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Delirium (Delirium, #1)",https://www.goodreads.com/book/show/11614718-delirium,Delirium,Lauren Oliver,26701,430741,3.96,441,2012,True,Fantasy,"['Portland, Maine', 'United States']","Buxtehuder Bulle (2011), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book and for Goodreads Author (2011), Missouri Gateway Readers Award Nominee (2014)",4.0,5.362256097560975,5.5
601,1618238483-3071,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cloud Atlas,https://www.goodreads.com/book/show/49628.Cloud_Atlas,Cloud Atlas,David Mitchell,19825,226342,4.0,509,2004,False,Literary Fiction,['nan'],"Booker Prize Nominee (2004), Nebula Award Nominee for Best Novel (2004), Locus Award Nominee for Best SF Novel (2005), Arthur C. Clarke Award Nominee (2005), James Tait Black Memorial Prize Nominee for Fiction (2004)
                      ...more
                          British Book Award for Best Read of the Year (2005), National Book Critics Circle Award Nominee for Fiction (2004), Geoffrey Faber Memorial Prize (2005), Tähtivaeltaja Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2005)
...less",10.0,5.581768292682926,5.939024390243903
602,1618238514-3176,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,A Scanner Darkly,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,A Scanner Darkly,Philip K. Dick,3246,93384,4.01,219,2006,False,Sci-Fi,['nan'],"Locus Award Nominee for Best SF Novel (1978), British Science Fiction Association Award for Novel (1978), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978), Graoully d'Or for Roman étranger (1979), Tähtivaeltaja Award (1991)",5.0,5.636646341463413,6.048780487804876
